test_loss,test_acc,test_ece,test_nll,epoch,test_ts_agree,test_ts_kl,test_cka_0,test_cka_1,test_cka_2,teacher_train_acc,teacher_test_acc,train_loss,train_acc,train_ts_agree,train_ece,train_ts_kl,lr
30.247110994556284,1.0,0.8938652276992798,30.47454172448267,0,1.16,inf,0.9209305329457029,0.7877195158946619,0.8864062729739339,83.742,63.58,,,,,,
1.2654557439345349,60.66,0.08771701157093048,13.955199048488955,10,70.63,0.4813333817675144,0.9119004374902925,0.8128936503765813,0.9949920271756668,83.742,63.58,14.118321582829878,65.978,54.644910821610736,0.0035082229878753424,0.5959536862131711,0.025000000000000005
1.1130665269079087,64.09,0.0878596380352974,14.694057223163073,20,76.61,0.33231661176379723,0.9274063408227531,0.8208598177950324,0.9953572055052653,83.742,63.58,13.91724493349912,71.37,60.51988239498392,0.0016579505754634738,0.4490206005853328,0.0
